Title,URL,Publication Date,Section,publication_date
"The Vatican, for the first time, calls Russia the aggressor in the war.",https://www.nytimes.com/2022/08/30/world/europe/vatican-pope-russia-invasion.html,2022-08-30,World,2022-08-30 12:40:03+00:00
"At the United Nations, Zelensky rails against Russia for trying to ‘steal’ Ukrainian territory.",https://www.nytimes.com/2022/09/28/world/europe/at-united-nations-zelensky-rails-against-russia-for-trying-to-steal-ukrainian-territory.html,2022-09-27,World,2022-09-27 20:36:25+00:00
"Russia Strikes Danube Port, Escalating Attacks on Ukraine Grain Routes",https://www.nytimes.com/2023/07/24/world/europe/russia-danube-port-ukraine-romania-attack.html,2023-07-24,World,2023-07-24 22:01:14+00:00
"As Ukraine pushes to recapture territory, Russia moves ahead with elections in occupied areas.",https://www.nytimes.com/2023/06/16/world/europe/as-ukraine-pushes-to-recapture-territory-russia-moves-ahead-with-elections-in-occupied-areas.html,2023-06-16,World,2023-06-16 15:44:31+00:00
War in Ukraine Rallies Support in Congress for More Military Spending,https://www.nytimes.com/2022/03/07/us/politics/ukraine-congress-military-spending.html,2022-03-07,U.S.,2022-03-07 23:46:53+00:00
Six Weeks of ‘Hell’: Inside Russia’s Brutal Ukraine Detentions,https://www.nytimes.com/2022/08/15/world/europe/ukraine-russia-detention-prisoners.html,2022-08-15,World,2022-08-15 12:01:39+00:00
Relations between China and Ukraine have been uncertain since Russia’s full-scale invasion.,https://www.nytimes.com/2023/04/26/world/europe/relations-between-china-and-ukraine-have-been-uncertain-since-russias-full-scale-invasion.html,2023-04-26,World,2023-04-26 11:53:22+00:00
NATO’s leader says Putin ‘is failing’ in the war and urges more weapons for Ukraine.,https://www.nytimes.com/2022/10/11/world/europe/natos-leader-says-putin-is-failing-in-the-war-and-urges-more-weapons-for-ukraine.html,2022-10-11,World,2022-10-11 15:46:47+00:00
"China Reprises Old Themes in Ukraine Plan, Casting Itself as Neutral",https://www.nytimes.com/2023/02/24/world/asia/china-russia-ukraine-war.html,2023-02-24,World,2023-02-24 18:56:55+00:00
"In The Hague, Zelensky Renews Call to Prosecute Russian War Crimes",https://www.nytimes.com/2023/05/04/world/europe/zelensky-ukraine-hague-netherlands.html,2023-05-04,World,2023-05-04 12:52:16+00:00
Putin sees the Ukraine war as part of his battle to undo Gorbachev’s legacy.,https://www.nytimes.com/2022/08/30/world/europe/putin-gorbachev-ukraine-russia.html,2022-08-30,World,2022-08-30 23:50:35+00:00
"Defiant Under Russian Strikes, Ukrainians Celebrate a Nation ‘Reborn’",https://www.nytimes.com/2022/08/24/world/europe/ukraine-war-independence-day.html,2022-08-24,World,2022-08-24 23:00:06+00:00
Your Monday Briefing: Russian Troops Mass in East Ukraine,https://www.nytimes.com/2022/04/10/briefing/france-elections-imran-khan.html,2022-04-10,Briefing,2022-04-10 20:45:43+00:00
"In Kyiv, Italy’s prime minister condemns Russia and pledges further support to Ukraine.",https://www.nytimes.com/2023/02/21/world/europe/giorgia-meloni-ukraine-kyiv-russia.html,2023-02-21,World,2023-02-21 22:57:23+00:00
"Russia lost about half of its tanks since invading Ukraine, a new report says.",https://www.nytimes.com/2023/02/16/world/europe/russia-tanks-ukraine-war.html,2023-02-16,World,2023-02-16 09:22:55+00:00
‘Superpower’ Review: Sean Penn Chronicles the War in Ukraine,https://www.nytimes.com/2023/09/18/movies/superpower-review.html,2023-09-18,Movies,2023-09-18 11:00:02+00:00
"In Mideast, After Decades of War, the Mass Flight From Ukraine Resonates",https://www.nytimes.com/2022/02/26/world/middleeast/refugees-ukraine-middle-east.html,2022-02-26,World,2022-02-26 21:12:11+00:00
"Foreigners Who Made Ukraine Home Stay Put, Despite War",https://www.nytimes.com/2023/12/28/world/europe/ukraine-war-foreigners.html,2023-12-28,World,2023-12-28 10:01:25+00:00
The C.I.A. director meets with his Russian counterpart to warn against the use of nuclear weapons in Ukraine.,https://www.nytimes.com/2022/11/14/world/europe/cia-burns-ukraine-russia-nuclear.html,2022-11-14,World,2022-11-14 13:35:37+00:00
"Spurred by Putin, Russians Turn on One Another Over the War",https://www.nytimes.com/2022/04/09/world/europe/putin-russia-war-ukraine.html,2022-04-09,World,2022-04-09 09:00:13+00:00
"Russia’s Black Sea flagship was hit by 2 Ukrainian missiles, a U.S. official says.",https://www.nytimes.com/2022/04/15/world/europe/russia-moskva-warship-ukraine-missiles.html,2022-04-15,World,2022-04-15 16:32:25+00:00
"At least 437 children have been killed in the war since February, Ukraine says.",https://www.nytimes.com/2022/11/20/world/europe/children-killed-russia-ukraine-war.html,2022-11-20,World,2022-11-20 13:32:30+00:00
The U.S. has expanded intelligence sharing with Ukraine about Russian troops in the Donbas region.,https://www.nytimes.com/2022/04/13/world/europe/us-russian-troops-donbas-intelligence-sharing-ukraine.html,2022-04-13,World,2022-04-13 19:39:53+00:00
Ukraine War Threatens to Cause a Global Food Crisis,https://www.nytimes.com/2022/03/20/world/americas/ukraine-war-global-food-crisis.html,2022-03-20,World,2022-03-20 16:48:04+00:00
The U.S. expels 12 Russian diplomats for spying as Ukraine dominates action at the U.N.,https://www.nytimes.com/2022/02/28/world/europe/us-russian-diplomats-un.html,2022-03-01,World,2022-03-01 00:27:11+00:00
"Across the Globe, the Russian Diaspora Finds Ways to Protest Putin’s War",https://www.nytimes.com/2023/02/26/world/europe/russia-diaspora-protests.html,2023-02-26,World,2023-02-26 19:46:48+00:00
Deadliest Russian Attack in Months on Ukraine’s Cities Kills at Least 25,https://www.nytimes.com/2023/04/28/world/europe/russia-ukraine-missile-uman.html,2023-04-28,World,2023-04-28 21:54:53+00:00
Humanitarian Crisis Worsens for Ukrainians Trapped in Russia’s Onslaught,https://www.nytimes.com/2022/03/07/world/europe/ukraine-humanitarian-crisis-russia.html,2022-03-07,World,2022-03-07 23:26:48+00:00
"War May Be Distant in Moscow, but in One Russian Border City, It’s Real",https://www.nytimes.com/2022/09/14/world/europe/russia-ukraine-border-belgorod.html,2022-09-14,World,2022-09-14 21:36:51+00:00
White House Requests $32.5 Billion for Pandemic and Ukraine Aid,https://www.nytimes.com/2022/03/03/us/politics/white-house-ukraine-pandemic-aid.html,2022-03-03,U.S.,2022-03-03 22:16:18+00:00
Wednesday Briefing: Russia Warned Against NATO Troops in Ukraine,https://www.nytimes.com/2024/02/27/world/asia/nato-hamas-israel-cease-fire.html,2024-02-27,World,2024-02-27 20:23:56+00:00
Wednesday Briefing: Russia Warned Against NATO Troops in Ukraine,https://www.nytimes.com/2024/02/27/world/asia/nato-hamas-israel-cease-fire.html,2024-02-27,World,2024-02-27 20:23:56+00:00
Ukraine says Russia looted ancient gold artifacts from a museum.,https://www.nytimes.com/2022/04/30/world/europe/ukraine-scythia-gold-museum-russia.html,2022-04-30,World,2022-04-30 17:18:55+00:00
Zelensky wraps up another fruitful trip and Russia claims a big win in Ukraine.,https://www.nytimes.com/2023/05/22/world/europe/zelensky-wraps-up-another-fruitful-trip-and-russia-claims-a-big-win-in-ukraine.html,2023-05-22,World,2023-05-22 06:18:35+00:00
‘They Shoot Without Stopping’: Where Russia Is on the Attack in Ukraine,https://www.nytimes.com/2023/07/26/world/europe/ukraine-russia-offensive-northeast.html,2023-07-26,World,2023-07-26 04:01:28+00:00
The Eyes of the World Are Upon Ukraine,https://www.nytimes.com/2023/06/05/opinion/ukraine-war-d-day.html,2023-06-05,Opinion,2023-06-05 19:08:13+00:00
"Russian forces are laying siege to the northern Ukraine city of Chernihiv, the mayor says.",https://www.nytimes.com/2022/03/10/world/europe/chernihiv-russia-troops.html,2022-03-10,World,2022-03-10 14:59:32+00:00
"Even as Russia Bears Down in the East, Some Ukrainians Stay Behind",https://www.nytimes.com/2022/05/31/world/asia/ukrainians-donbas-russia-war.html,2022-05-31,World,2022-05-31 09:00:20+00:00
Biden Unites With an Unlikely Ally to Champion Ukraine,https://www.nytimes.com/2024/03/01/us/politics/biden-giorgia-meloni-ukraine.html,2024-03-02,U.S.,2024-03-02 00:28:13+00:00
Ukraine says it will use legal means to remove pro-Russian monks from a revered Orthodox site.,https://www.nytimes.com/2023/03/29/world/europe/ukraine-russia-orthodox-monks.html,2023-03-29,World,2023-03-29 13:31:55+00:00
A Nobel Peace Prize Winner Sees Perils in the West’s Focus on Ukraine War,https://www.nytimes.com/2023/02/20/world/juan-manuel-santos-ukraine.html,2023-02-20,World,2023-02-20 08:33:24+00:00
"‘If Not Me, Who?’: As Ukraine Seeks Troops, Women Prepare for the Call",https://www.nytimes.com/2023/11/08/world/europe/ukraine-war-army-women.html,2023-11-08,World,2023-11-08 05:01:22+00:00
"Russia is preparing its forces for an attack on the southern battlefront, Ukraine says.",https://www.nytimes.com/2022/08/03/world/europe/ukraine-braces-for-a-renewed-russian-offensive-in-the-south-as-it-prepares-its-own-line-of-attack.html,2022-08-03,World,2022-08-03 13:30:46+00:00
Zelensky Signs Ban on Russian Place Names in Struggle Over National Identity,https://www.nytimes.com/2023/04/22/world/europe/zelensky-russian-ban-ukraine.html,2023-04-22,World,2023-04-22 10:01:16+00:00
"In North Africa, Ukraine War Strains Economies Weakened by Pandemic",https://www.nytimes.com/2022/02/25/world/middleeast/in-north-africa-ukraine-war-strains-economies-weakened-by-pandemic.html,2022-02-25,World,2022-02-25 19:22:55+00:00
"Ukraine Warns of More Strikes on Power Plants, as Russians Dig In",https://www.nytimes.com/2022/11/28/world/europe/ukraine-russia-war-kherson.html,2022-11-29,World,2022-11-29 00:00:10+00:00
Assassinated Pro-War Blogger Was Part of a Radical Russian Movement,https://www.nytimes.com/2023/04/03/world/europe/blogger-tatarsky-russia-ukraine.html,2023-04-03,World,2023-04-03 14:35:40+00:00
"Planned Before War, a Festival Embraces New Ukrainian Music",https://www.nytimes.com/2022/03/21/arts/music/ukrainian-contemporary-music-festival.html,2022-03-21,Arts,2022-03-21 14:51:24+00:00
"Planned Before War, a Festival Embraces New Ukrainian Music",https://www.nytimes.com/2022/03/21/arts/music/ukrainian-contemporary-music-festival.html,2022-03-21,Arts,2022-03-21 14:51:24+00:00
Israel’s Ukraine Policy Prompts Scrutiny of Russian-Israeli Oligarchs,https://www.nytimes.com/2022/04/10/world/middleeast/israel-ukraine-russia-oligarchs.html,2022-04-10,World,2022-04-10 15:19:02+00:00
Russia Planned a Major Military Overhaul. Ukraine Shows the Result.,https://www.nytimes.com/2022/05/16/world/europe/russia-military-ukraine.html,2022-05-16,World,2022-05-16 19:56:30+00:00
A U.S. intelligence report finds that Russia’s use of ‘filtration centers’ to detain and deport Ukrainians has intensified.,https://www.nytimes.com/2022/07/25/world/europe/ukraine-russia-filtration-centers.html,2022-07-25,World,2022-07-25 13:45:19+00:00
Civilians Flee Eastern Ukraine as Signs Point to Stepped-Up Russian Attack,https://www.nytimes.com/2022/04/06/world/europe/ukraine-civilians-moscow-war.html,2022-04-06,World,2022-04-06 23:26:07+00:00
Another Step for Ukraine: Armored Vehicles Breach Some Russian Defenses,https://www.nytimes.com/2023/09/22/world/europe/ukraine-counteroffensive.html,2023-09-22,World,2023-09-22 17:16:57+00:00
U.S. Sees Little Prospect for Ukraine Talks With Putin After Biden Offer,https://www.nytimes.com/2022/12/02/us/politics/biden-putin-ukraine-talks.html,2022-12-03,U.S.,2022-12-03 00:54:37+00:00
"Deadly Blast Hits Market in Ukrainian City Controlled by Russia, Officials Say",https://www.nytimes.com/2024/01/21/world/europe/ukraine-donetsk-market-blast.html,2024-01-21,World,2024-01-21 16:26:03+00:00
"Changed Itineraries, Higher Fares: How the War in Ukraine Is Affecting Travel",https://www.nytimes.com/2022/03/09/travel/ukraine-russia-travel-plans.html,2022-03-09,Travel,2022-03-09 10:00:17+00:00
‘I Cry Quietly’: A Soldier Describes the Toll of Russia’s War,https://www.nytimes.com/video/world/europe/100000008865929/ukraine-russia-frontline.html,2023-04-23,World,2023-04-23 09:00:01+00:00
4 Falsehoods Russians Are Told About the War,https://www.nytimes.com/2022/03/10/technology/disinformation-russia-ukraine.html,2022-03-10,Technology,2022-03-10 14:58:16+00:00
How the Kremlin Is Forcing Ukrainians to Adopt Russian Life,https://www.nytimes.com/2022/07/30/world/europe/russia-occupation-ukraine-kherson.html,2022-07-30,World,2022-07-30 16:01:11+00:00
Ukraine’s War Efforts Gain an Unlikely Source of Funding: Memes,https://www.nytimes.com/2022/04/19/world/middleeast/ukraine-memes-russia-fundraising.html,2022-04-19,World,2022-04-19 14:21:44+00:00
Hackers’ Fake Claims of Ukrainian Surrender Aren’t Fooling Anyone. So What’s Their Goal?,https://www.nytimes.com/2022/04/05/us/politics/ukraine-russia-hackers.html,2022-04-05,U.S.,2022-04-05 18:52:47+00:00
What Does a Dancing Body Feel Like in Ukraine? ‘I Am a Gun.’,https://www.nytimes.com/2022/08/24/arts/dance/modern-dance-ukraine.html,2022-08-24,Arts,2022-08-24 09:00:33+00:00
"As Russian Shelling Intensifies, True Liberation Eludes Ukrainian City",https://www.nytimes.com/2023/03/14/world/europe/ukraine-war-kherson.html,2023-03-14,World,2023-03-14 23:10:32+00:00
Russian Cruise Missiles Were Made Just Months Ago Despite Sanctions,https://www.nytimes.com/2022/12/05/us/politics/cruise-missiles-russia-ukraine-sanctions.html,2022-12-05,U.S.,2022-12-05 19:02:50+00:00
Ukraine Says Russia Begins Assault in the East After Raining Missiles Nationwide,https://www.nytimes.com/2022/04/18/world/europe/ukraine-russia-missiles-lviv-donbas.html,2022-04-18,World,2022-04-18 21:36:42+00:00
"Displaced by War, Ukrainians Open a New Front as Entrepreneurs",https://www.nytimes.com/2022/08/10/business/ukrainian-citizens-work.html,2022-08-10,Business Day,2022-08-10 13:46:46+00:00
Americans Were Aware of Intelligence Warning of Ukrainian Pipeline Attacks,https://www.nytimes.com/2023/06/06/us/politics/nord-stream-pipeline-attack-intelligence.html,2023-06-06,U.S.,2023-06-06 19:51:46+00:00
"Poland’s Fraught Offer: Fighter Jets for Ukraine, but Only Through U.S. Hands",https://www.nytimes.com/2022/03/09/us/politics/poland-fighter-jets-ukraine-russia.html,2022-03-09,U.S.,2022-03-09 22:59:20+00:00
"Fast-food chains and food producers stay open in Russia, and mostly quiet about Ukraine.",https://www.nytimes.com/2022/03/05/world/europe/russia-food-ukraine.html,2022-03-05,World,2022-03-05 21:36:09+00:00
Ukraine’s Allies Agree on Russian Oil Price Cap,https://www.nytimes.com/2022/12/02/business/russia-oil-price-cap.html,2022-12-02,Business Day,2022-12-02 22:05:06+00:00
Russia’s Claim to Seize a Ukrainian Town Exposes Rifts Among Forces,https://www.nytimes.com/2023/01/13/world/europe/russia-ukraine-wagner-soledar.html,2023-01-13,World,2023-01-13 22:46:35+00:00
The E.U. moves to shut off Russian oil,https://www.nytimes.com/2022/05/04/briefing/the-eu-moves-to-shut-off-russian-oil.html,2022-05-04,Briefing,2022-05-04 21:49:09+00:00
On the Trail of Russian War Crimes,https://www.nytimes.com/2022/04/29/world/europe/on-the-trail-of-russian-war-crimes.html,2022-04-29,World,2022-04-29 09:00:26+00:00
This is how Ukraine has survived the war on its power grid.,https://www.nytimes.com/2023/04/14/world/europe/this-is-how-ukraine-has-survived-the-war-on-its-power-grid.html,2023-04-14,World,2023-04-14 07:59:01+00:00
Your Friday Briefing: Russia Seeks More Control Over Occupied Ukraine,https://www.nytimes.com/2022/05/19/briefing/russia-ukraine-africa-hunger.html,2022-05-19,Briefing,2022-05-19 21:02:56+00:00
"As War Rages, a Ukrainian Family in Michigan Holds On to Home",https://www.nytimes.com/2022/10/20/us/ukraine-immigration-michigan-ann-arbor-war.html,2022-10-20,U.S.,2022-10-20 20:21:26+00:00
One Ukrainian War Casualty: The World’s Largest Airplane,https://www.nytimes.com/2022/04/22/world/europe/ukraine-airplane-russia-war-mriya.html,2022-04-22,World,2022-04-22 12:27:55+00:00
Your Thursday Briefing: War Displaces Millions of Ukrainians,https://www.nytimes.com/2022/07/06/briefing/ukrainians-displaced-europe-gas-nuclear.html,2022-07-06,Briefing,2022-07-06 20:50:07+00:00
Your Thursday Briefing: War Displaces Millions of Ukrainians,https://www.nytimes.com/2022/07/06/briefing/ukrainians-displaced-europe-gas-nuclear.html,2022-07-06,Briefing,2022-07-06 20:50:07+00:00
"Russian forces are attempting another crossing of a river where they suffered a major blow, Ukraine’s military says.",https://www.nytimes.com/2022/05/21/world/europe/ukraine-seversky-donets-river.html,2022-05-21,World,2022-05-21 11:36:27+00:00
"A Russian official says Ukrainian shelling has forced the evacuation of 2,500 people from his border region.",https://www.nytimes.com/2023/06/02/world/europe/belgorod-russia-evacuations-ukraine-shelling.html,2023-06-02,World,2023-06-02 13:48:08+00:00
"Russia launched a large wave of attack drones over Kyiv, Ukrainian officials say.",https://www.nytimes.com/2023/05/08/world/europe/russia-drone-attack-kyiv.html,2023-05-08,World,2023-05-08 07:50:40+00:00
